,name,id,shelfside score,dan score,ash score,categories,descriptions
116,Bohnanza,11,7.0,6.0,7.0,"['Card Game', 'Farming', 'Negotiation']","[<description>Bohnanza is the first in the Bohnanza family of games and has been published in several different editions, including a 2023 version with flowers.&lt;br/&gt;&lt;br/&gt;In the game, you plant, then harvest bean cards in order to earn coins. Each player starts with a hand of random bean cards, and each card has a number on it corresponding to the number of that type of beans in the deck. Unlike in most other card games, you can't rearrange the order of cards in hand, so you must use them in the order that you've picked them up from the deck &amp;mdash; unless you can trade them to other players, which is the heart of the game.&lt;br/&gt;&lt;br/&gt;On a turn, you must plant the first one or two cards in your hand into the &amp;quot;fields&amp;quot; in front of you. Each field can hold only one type of bean, so if you must plant a type of bean that's not in one of your fields, then you must harvest a field to make room for the new arrival. This usually isn't good! Next, you reveal two cards from the deck, and you can then trade these cards as well as any card in your hand for cards from other players. You can even make future promises for cards received right now! After all the trading is complete &amp;mdash; and all trades on a turn must involve the active player &amp;mdash; then you end your turn by drawing cards from the deck and placing them at the back of your hand.&lt;br/&gt;&lt;br/&gt;When you harvest beans, you receive coins based on the number of bean cards in that field and the &amp;quot;beanometer&amp;quot; for that particular type of bean. Flip over 1-4 cards from that field to transform them into coins, then place the remainder of the cards in the discard pile. When the deck runs out, shuffle the discards, playing through the deck two more times. At the end of the game, everyone can harvest their fields, then whoever has earned the most coins wins.&lt;br/&gt;&lt;br/&gt;The original German edition supports 3-5 players. The English version from Rio Grande Games comes with the first edition of the first German expansion included in a slightly oversized box. One difference in the contents, however, is that bean #22's Weinbrandbohne (Brandy Bean) was replaced by the Wachsbohne, or Wax Bean. This edition includes rules for up to seven players, like the Erweiterungs-Set, but also adapts the two-player rules of Al Cabohne in order to allow two people to play Bohnanza.&lt;br/&gt;&lt;br/&gt;</description>]"
117,Unmatched: Volume 1,274637,7.0,,5.0,"['Card Game', 'Fantasy', 'Fighting', 'Mythology', 'Novel-based']","[<description>In battle, there are no equals.&lt;br/&gt;&lt;br/&gt;Unmatched is a highly asymmetrical miniature fighting game for two or four players. Each hero is represented by a unique deck designed to evoke their style and legend. Tactical movement and no-luck combat resolution create a unique play experience that rewards expertise, but just when you've mastered one set, new heroes arrive to provide all new match-ups.&lt;br/&gt;&lt;br/&gt;Battle of Legends, Volume One features four heroes. King Arthur sacrifices cards to power up his attacks and gets some timely assistance from Merlin's magic. Alice is back from Wonderland with a giant vorpal blade and the Jabberwock by her side as she grows and shrinks to gain advantages on attack and defense. Medusa is happy to attack from range and let her harpies hound you, but just one devastating glance could end the battle quickly. Sinbad grows in power as he gains experience on each of his voyages.&lt;br/&gt;&lt;br/&gt;Combat is resolved quickly by comparing attack and defense cards. However, each card's unique effects and a simple but deep timing system lead to interesting decisions each time. The game also features an updated version of the line-of-sight system from Tannh&amp;auml;user for ranged attacks and area effects.&lt;br/&gt;&lt;br/&gt;The game includes a double-sided board with two different battlefields, pre-washed miniatures for each hero, and custom life trackers that's brought to life with the stunning artwork of Oliver Barrett and the combined design teams of Restoration Games and Mondo Games.&lt;br/&gt;&lt;br/&gt;</description>]"
118,War of the Ring: The Card Game,362944,7.0,,6.0,"['Card Game', 'Fantasy', 'Novel-based']","[<description>Inspired by the best-selling and award-winning War of the Ring board game, War of the Ring: The Card Game allows players to journey to the world of J.R.R. Tolkien&amp;rsquo;s The Lord of the Rings and create their own version of the dramatic conflict between the Dark Lord, Sauron, and the Free Peoples of Middle-earth.&lt;br/&gt;In War of the Ring: The Card Game, up to 4 players compete in two teams, the Shadow against the Free Peoples, each player using a specific and different card deck representing the strengths and weaknesses of the different factions involved in the war.&lt;br/&gt;The Free Peoples desperately try to complete their quest to destroy the One Ring, while at the same time defending their homelands from the encroaching hordes of Sauron and from his evil allies.&lt;br/&gt;&lt;br/&gt;The Shadow players must strike quickly and decisively, before the Ring-bearers can complete their quest; or try to slowly corrupt Frodo, burdening him with wounds, toil, and the sorrow for the loss of his Companions.&lt;br/&gt;&lt;br/&gt;During the game, players will take turns playing cards representing the characters, armies, items, and events of the War of the Ring. Each card they play will help or hinder the journey of the Fellowship as it progresses on its Path; or be used to defend or conquer the strongholds of Middle-earth, as they fight to control the new Battleground cards activated in each round.&lt;br/&gt;&lt;br/&gt;With more than 100 original illustrations from the greatest Tolkienian artists in the world, including an amazing gallery of landscapes from The Shire to Mordor by John and Fataneh Howe, War of the Ring: The Card Game is more than a game &amp;ndash; it also a memorable collection for all lovers of the world imagined by J.R.R. Tolkien.&lt;br/&gt;&lt;br/&gt;This is your chance to forge the destiny of an age, like you never did before!&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the publisher&lt;br/&gt;&lt;br/&gt;</description>]"
119,Skytear Horde,344789,9.0,,7.0,['Card Game'],"[<description>Hordes of monsters are attacking the world of Skytear and the legendary heroes from all four realms have forged an alliance to repel the common threat.&lt;br/&gt;&lt;br/&gt;Skytear Horde is a lane-based card battler in which one or two players fight against the horde of monsters controlled by the game. &lt;br/&gt;In the competitive game mode one player controls the horde while up to two players fight together as the alliance.&lt;br/&gt;&lt;br/&gt;Players say Skytear Horde gives them the feeling of playing a solo or cooperative version of competitive card battlers such as Keyforge, Hearthstone, or Magic: the Gathering.&lt;br/&gt;&lt;br/&gt;In the six lanes of the battlefield monsters attack your castle while beyond the enemy line smaller minions pillage your resources, forcing you to discard cards from your deck each turn.&lt;br/&gt;&lt;br/&gt;You lose the battle if your castle is destroyed or your deck runs out of cards. &lt;br/&gt;You win if you destroy the portal spawning the monsters and the epic monster leading the horde.&lt;br/&gt;&lt;br/&gt;There are many interesting choices on the tactical and strategic level: strike a balance between defending and counter-attacking but also fighting the minions pillaging your deck and the monsters destroying your castle.&lt;br/&gt;While you juggle all these decisions you also have to be careful not to run out of cards, as the principal way to draw new cards is to destroy monsters!&lt;br/&gt;&lt;br/&gt;Skytear Horde is really quick to setup, play, and store away.&lt;br/&gt;There are 3 difficulty levels suitable for complete beginners and veterans alike.&lt;br/&gt;In just a few seconds you can restart a new game giving it a strong &amp;ldquo;just one more try&amp;rdquo; aspect.&lt;br/&gt;&lt;br/&gt;Out of the retail box there are 3 ready-made alliance decks with different play styles and 3 horde decks with their own boss. &lt;br/&gt;All decks can be mixed and customized to provide additional combinations.&lt;br/&gt;&lt;br/&gt;</description>]"
120,Twilight Inscription,361545,5.0,3.0,6.0,['Science Fiction'],"[<description>The Lazax Empire has burned to ash, rejected by its subjects. The aftermath was tragedy and petty conflict in equal measure, a time of loss and exhaustion. In the ensuing Dark Years, the factions of the galaxy retreated and recovered their strength. Now, they look upon the stars and see an opportunity&amp;mdash;a chance to reclaim what was lost. A chance to redefine galactic civilization. A chance to leave their mark upon the stars.&lt;br/&gt;&lt;br/&gt;Twilight Inscription, an epic roll-and-write game for one to eight players, offers an experience unlike anything Fantasy Flight Games has done before. With a limited pool of resources at your disposal, you&amp;rsquo;ll need to carefully manage Navigation, Expansion, Industry, and Warfare as you amass victory points and earn your right to the throne on Mecatol Rex. Will your faction become the new rulers of the galaxy? Or will your fledgling empire fade into obscurity? Anything can happen in this strategic, infinitely-replayable game!&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the publisher&lt;br/&gt;&lt;br/&gt;</description>]"
121,Ashes: Reborn Red Rains ,375374,7.0,,7.0,"['Expansion for Base-game', 'Card Game', 'Dice']","[<description>Ashes Reborn: Red Rains offers players both new and old an exciting new format in which to wield their favorite Ashes cards! The Red Rains have returned and with them the Chimera &amp;mdash; towering monstrosities that threaten to wipe humanity from the face of the planet! Only the Phoenixborn, those superhuman wizard-warriors of Argaia, stand between humanity and extinction.&lt;br/&gt;&lt;br/&gt;The Red Rains turns Ashes Reborn into a solitaire or cooperative experience, with players banding together to fend off and slay one of the fiendish Chimera. Choose your Phoenixborn and build your deck, then face this foe alone or with a friend you can trust. Wield cards already in your collection, or add in the new spells and allies included here! Everything old is new again, including fresh takes on classic Phoenixborn!&lt;br/&gt;&lt;br/&gt;Prepare for an all-new Ashes experience, and prepare to see this beloved game in a brand new light!&lt;br/&gt;&lt;br/&gt;-description from publisher&lt;br/&gt;&lt;br/&gt;</description>]"
122,Planet Trade,381349,5.0,,4.0,"['Economic', 'Industry / Manufacturing', 'Science Fiction', 'Space Exploration']","[<description>In the far away future, the population of Earth has increased drastically, and more resources are needed for the everlasting demands. The only logical solution was to search for additional resources on other planets, and expedition teams was therefore sent into the vast space to search for planets with an atmosphere suitable for humans, so they can live there and establish farms, mines, and production facilities on them.&lt;br/&gt;&lt;br/&gt;In this new reality large companies seek to dominate the transport market in space.&lt;br/&gt;&lt;br/&gt;You are a CEO of your own company with your own fleet of spaceships. Discover planets and exploit these to sell resources, build factories, expand your company, and tax your citizens to achieve power and wealth. But be aware of your competitors because they have the same goals and will have the opportunity to attack you throughout the game. Who will have the best strategy?&lt;br/&gt;&lt;br/&gt;The Players acquire different cards by drawing them and paying their cost to improve their company or the demand marked of resources. Even to irritate your competition doing the game.&lt;br/&gt;&lt;br/&gt;Your income is based on the resources you bring back to earth and how you evolved the newly found planets in the Galaxy&lt;br/&gt;&lt;br/&gt;To win the game, you must collect the most points through shares, ownership, and secret missions for you to call yourself the greatest trader in the galaxy.&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the publisher&lt;br/&gt;&lt;br/&gt;</description>]"
123,Undaunted: Normandy,268864,9.0,,7.0,"['Wargame', 'World War II']","[<description>June, 1944: Through the D-Day landings, the Allies have seized a foothold on the beaches of Normandy. Now you must lead your troops forward as you push deeper into France and drive the German forces back. You will face intense resistance, machine gun fire, and mortar bombardment, but a great commander can turn the situation to their advantage!&lt;br/&gt;&lt;br/&gt;Undaunted: Normandy is a deck-building game that places you and your opponent in command of American or German forces, fighting through a series of missions critical to the outcome of World War II. Use your cards to seize the initiative, bolster your forces, or control your troops on the battlefield. Strong leadership can turn the tide of battle in your favor, but reckless decisions could prove catastrophic as every casualty you take removes a card from your deck. Take charge amidst the chaos of battle, hold fast in the face of opposition, and remain undaunted.&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the publisher&lt;br/&gt;&lt;br/&gt;</description>]"
124,Frosthaven,295770,9.0,10.0,,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","[<description>Frosthaven is the story of a small outpost far to the north of the capital city of White Oak, an outpost barely surviving the harsh weather as well as invasions from forces both known and unknown. There, a group of mercenaries at the end of their rope will help bring back this settlement from the edge of destruction. Not only will they have to deal with the harsh elements, but there are other, far more dangerous threats out in the unforgiving cold as well. There are Algox, the bigger, more yeti-like cousins of the Inox, attacking from the mountains; Lurkers flooding in from the northern sea; and rumors of machines that wander the frozen wastes of their own free will. The party of mercenaries must face all of these perils, and perhaps in doing so, make peace with these new races so they can work together against even more sinister forces.&lt;br/&gt;&lt;br/&gt;Frosthaven is a standalone adventure from the designer and publisher of Gloomhaven that features sixteen new characters, three new races, more than twenty new enemies, more than one hundred new items, and a new, 100-scenario campaign.  Characters and items from Gloomhaven will be usable in Frosthaven, and vice versa.&lt;br/&gt;&lt;br/&gt;In addition to having the well-known combat mechanisms of Gloomhaven, Frosthaven will feature much more to do outside of combat, such as numerous mysteries to solve, a seasonal event system to live through, and player control over how this ramshackle village expands, with each new building offering new ways to progress.&lt;br/&gt;&lt;br/&gt;Frosthaven has a whole new set of items but there is a mechanic for bringing items over from 'Gloomhaven'. However, as it is a remote location, these products get imported and are not there as standard. Resources are much more valuable and you have to build items through a crafting system rather than just buy them.&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the publisher&lt;br/&gt;&lt;br/&gt;</description>]"
125,Catan: Starfarers,282853,4.0,,3.0,"['Exploration', 'Negotiation', 'Science Fiction', 'Space Exploration']","[<description>Twenty years ago, the settlers started into the depths of the galaxy to discover unknown planets, the undiscovered universe lying before them. Maybe they'll find planets with good ore or carbon deposits &amp;mdash; or perhaps only barren ice planets. They might encounter alien folks and start lucrative trading, with pirates and wormholes being a constant challenge for them.&lt;br/&gt;&lt;br/&gt;Catan: Starfarers is a new version of Starfarers of Catan, originally released in 1999, that contains completely revised graphics and game materials, revised rules, and (most importantly) a variable game board that brings even more variety to the exploration of space.&lt;br/&gt;&lt;br/&gt;Changes to the mechanics include&lt;br/&gt;&lt;br/&gt;-If you are lower in the points you get cards on your turn regardless of what you roll. Two random cards initially, then one, then none as your victory points go up. This is a nice touch. No matter how unlucky you are you still get something. Plus if a player rolls a seven, the person can take a card from any other player, but their opponents now draw a random card from the deck.&lt;br/&gt;&lt;br/&gt;- Market Trades: Since you have no roads you no longer need ports so, since you no longer have ports you can trade with the market for any resource on your turn; provided you have the right cards. Additionally the ratios aren't bad, Any resource for 3:1, i.e. three of one for one of any other type. Goods (a type of resource) trades for 2:1. This plus no road blocking allows you to trade for resources and keep playing.&lt;br/&gt;&lt;br/&gt;- There are NPC races that can give you benefits, some of which are +1 resources whenever you get a resource of the same type. But you have to get there early. Now there is a new dynamic to the game, going out into space becomes a strategy on its own.&lt;br/&gt;&lt;br/&gt;- Negotiated trades: Since the resources are more readily available there are less negotiated trades. They still exist and someone can still trade 1:1, 3:1, etc... but it is no longer a singularly driving force in the game. Unless you have a big move and you're missing that one card.&lt;br/&gt;&lt;br/&gt;- Resource (set collection) becomes part of your strategy without being limited to negotiation and luck of the die. I think this actually works better.&lt;br/&gt;&lt;br/&gt;Colonization: You colonize to claim planets in a system. This is the same as building towns in Catan. But how many can be in a system (hex) depends on player count. In a three player game you're only allowed two colonies per system. In a four player game each system only holds up to three players colonies.  If you got blocked out early from the closest systems, reach further into the stars to other systems. Who knows you might meet pirate and you'll have to fight, or traders, perhaps a race of Travelers who will open a worm hole to anywhere on the map.&lt;br/&gt;&lt;br/&gt;</description>]"
126,Wizards of the Grimoire,340541,7.0,,7.0,"['Abstract Strategy', 'Card Game', 'Fantasy']","[<description>Years of tutelage under the late Archmage Andor have culminated in this moment; his two prot&amp;eacute;g&amp;eacute;s must now become rivals and battle to determine who will become the next Keeper of the Grimoire. As protection from your rival, you have only your magical gifts, your mastery of the Grimoire, and a select few spell pages ripped from its binding. Pick carefully; the spells you choose will allow you to counter your opponent, twist the fabric of time, and deal devastating damage, but only if you&amp;rsquo;re able to find synergies between spells and manage your mana reserves carefully.&lt;br/&gt;&lt;br/&gt;In this two player strategy card game, you must fulfill your destiny and become the Keeper of the Grimoire. Defeat your opponent by drafting new spells from the magical Grimoire, casting them, managing your cooldowns, and dealing massive damage.&lt;br/&gt;&lt;br/&gt;Each turn, draft one new spell to be added to your spell repertoire. But be warned! Your opponent has access to the same spells as you do, so choose the spells you want before your opponent does! Continue updating your spell repertoire throughout the game to optimize your deck and counter your opponent.&lt;br/&gt;&lt;br/&gt;Cast spells. Deal devastating damage or confuse and trip up your opponent. More expensive spells will have a larger impact on the game, but be careful, they&amp;rsquo;ll cost you more mana and will have a longer cool down. You can cast as many spells as you like on your turn so long as you have enough mana and the spells aren&amp;rsquo;t in cooldown. Find spell combinations that work together and time them correctly, to increase your damage or counter your opponent.&lt;br/&gt;&lt;br/&gt;Be the first wizard apprentice to eliminate your opponent's life points to become Keeper of the Grimoire.&lt;br/&gt;&lt;br/&gt;</description>]"
127,Patchwork,163412,9.0,,7.0,"['Abstract Strategy', 'Economic', 'Puzzle']","[<description>In Patchwork, two players compete to build the most aesthetic (and high-scoring) patchwork quilt on a personal 9x9 game board. To start play, lay out all of the patches at random in a circle and place a marker directly clockwise of the 2-1 patch. Each player takes five buttons &amp;mdash; the currency/points in the game &amp;mdash; and someone is chosen as the start player.&lt;br/&gt;&lt;br/&gt;On a turn, a player either purchases one of the three patches standing clockwise of the spool or passes. To purchase a patch, you pay the cost in buttons shown on the patch, move the spool to that patch's location in the circle, add the patch to your game board, then advance your time token on the time track a number of spaces equal to the time shown on the patch. You're free to place the patch anywhere on your board that doesn't overlap other patches, but you probably want to fit things together as tightly as possible. If your time token is behind or on top of the other player's time token, then you take another turn; otherwise the opponent now goes. Instead of purchasing a patch, you can choose to pass; to do this, you move your time token to the space immediately in front of the opponent's time token, then take one button from the bank for each space you moved.&lt;br/&gt;&lt;br/&gt;In addition to a button cost and time cost, each patch also features 0-3 buttons, and when you move your time token past a button on the time track, you earn &amp;quot;button income&amp;quot;: sum the number of buttons depicted on your personal game board, then take this many buttons from the bank.&lt;br/&gt;&lt;br/&gt;What's more, the time track depicts five 1x1 patches on it, and during set-up you place five actual 1x1 patches on these spaces. Whoever first passes a patch on the time track claims this patch and immediately places it on his game board.&lt;br/&gt;&lt;br/&gt;Additionally, the first player to completely fill in a 7x7 square on his game board earns a bonus tile worth 7 extra points at the end of the game. (Of course, this doesn't happen in every game.)&lt;br/&gt;&lt;br/&gt;When a player takes an action that moves his time token to the central square of the time track, he takes one final button income from the bank. Once both players are in the center, the game ends and scoring takes place. Each player scores one point per button in his possession, then loses two points for each empty square on his game board. Scores can be negative. The player with the most points wins.&lt;br/&gt;&lt;br/&gt;</description>]"
128,Votes for Women,311900,4.0,,3.0,"['Political', 'Post-Napoleonic']","[<description>Votes for Women is a card-driven game covering the American women's suffrage movement from 1848-1920, culminating with the ratification (or rejection) of the Nineteenth Amendment. The game provides competitive, co-operative and solitaire play, with co-operative and solitaire play against the &amp;quot;Oppobot.&amp;quot;&lt;br/&gt;&lt;br/&gt;To win, the Suffragist player must have Congress pass the proposed Amendment and then have three-fourths of the states (36 of the then 48 states) ratify the Amendment. The Opposition player wins by either preventing Congress from passing the proposed Amendment or by having 13 states reject the Amendment.&lt;br/&gt;&lt;br/&gt;The game lasts for six turns - a turn consisting of drawing cards from the players' own decks, bidding on strategy cards, and then six rounds of card play where a player may play a card for an event or discard a card to campaign, organize or lobby Congress.  If Congress has proposed the Amendment but neither 36 states have ratified nor 13 states have rejected, then the game goes to Final Voting.&lt;br/&gt;&lt;br/&gt;</description>]"
129,Conqueror: Empire Rises,377505,6.0,,7.0,"['Ancient', 'Civilization', 'Economic', 'Expansion for Base-game', 'Miniatures']",[<description>An expansion to Conqueror: Final Conquest that adds advanced asymmetrical strategic gameplay to this epic ancient empire building game&lt;br/&gt;&lt;br/&gt;</description>]
130,Proliferation,383119,7.0,,7.0,"['Card Game', 'Wargame']","[<description>Proliferation: The Game of Nuclear Strategy is a tabletop card game designed for 2 to 9 players. Build your country&amp;rsquo;s economy, conduct secret missions, and sabotage adversaries all while stockpiling nuclear weapons to ensure that your country is the most powerful on Earth - or at least the last one standing.&lt;br/&gt;&lt;br/&gt;Choose your player country - Play as one of the following nuclear powers: China, France, India, Israel, North Korea, Pakistan, Russia, the UK, or the USA. Each starts with base economic resources, five lives, and unique abilities.&lt;br/&gt;&lt;br/&gt;Expand your economy - Purchase Infrastructure Cards to increase your Gross Domestic Product (GDP) and strengthen your economic position.&lt;br/&gt;&lt;br/&gt;Engage in diplomacy - Make deals and forge bonds with other countries by engaging in Trade Agreements and employing Alliances.&lt;br/&gt;&lt;br/&gt;Sabotage adversaries - Play Mission Cards to dismantle your opponent's nuclear arsenal, ruin their economy, and foil their plans. Deploy Peacekeepers to maintain the balance of power.&lt;br/&gt;&lt;br/&gt;Attempt to Consolidate Power - There are two ways to win. Claim victory by meeting all of your country's Consolidation Conditions, or...&lt;br/&gt;&lt;br/&gt;Survive all out nuclear war - Build your arsenal of Nukes, use a Defense System to protect against enemy attacks, and withstand the consequences of nuclear winter. Lose all of your lives and you are eliminated from the game.&lt;br/&gt;&lt;br/&gt;</description>]"
132,Tainted Grail: Kings of Ruin (Ch. 1-5),360366,8.0,,7.0,"['Adventure', 'Exploration', 'Fantasy', 'Miniatures', 'Mythology']","[<description>Kings of Ruin is a new stand-alone story campaign from the team behind the acclaimed Tainted Grail board game, set in the same universe. Playable with a brand new set of exciting characters, it continues the stories of Fall of Avalon, Last Knight, and Age of Legends while also providing a perfect self-contained entry into the saga for new players.&lt;br/&gt;&lt;br/&gt;During your experience with the game you will explore new land (with a totally changed system of traveling through Wyrdness), solve encounters with force or diplomacy with unique puzzle card system, and develop your heroes with new passive skills, cards and powerful items.&lt;br/&gt;&lt;br/&gt;Most importantly, you will discover a dark immersive story of abandoned land at the wrong side of Avalon and Kings of Ruin ruling there: &lt;br/&gt;Claudyne, the Unknighted. &lt;br/&gt;Amberqueen Veneda. &lt;br/&gt;Nonus, Bishop of the Deep.&lt;br/&gt;&lt;br/&gt;</description>]"
133,Dragon Eclipse Prototype,381247,7.0,,7.0,"['Adventure', 'Animals', 'Card Game', 'Fantasy', 'Fighting', 'Miniatures']","[<description>Enter a magical world of mythical beasts and ancient dragons in Dragon Eclipse, the exciting new board game for 1-2 players! Uncover the secrets of the eclipse that changed everything and discover the dangerous and treacherous world that awaits you.&lt;br/&gt;&lt;br/&gt;Explore a vivid and immersive world filled with majestic and unique creatures you can battle, tame, catch, and train. Each creature has a unique deck of cards you can use in combat and special abilities, offering endless tactical possibilities to master.&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the publisher&lt;br/&gt;&lt;br/&gt;</description>]"
134,Aeon Trespass: Odyssey,242705,5.0,7.0,,"['Adventure', 'Ancient', 'Civilization', 'Dice', 'Exploration', 'Fantasy', 'Fighting', 'Medieval', 'Miniatures', 'Mythology', 'Nautical', 'Science Fiction', 'Travel']","[<description>Aeon Trespass: Odyssey is a 1-4 player campaign game about adventures, exploration and fierce battles with giant monsters. It&amp;rsquo;s a co-operative, choice-driven boardgame experience played over multiple sessions. Set in an alternate Antiquity, where a reality-shattering cataclysm killed the Olympian gods and unleashed the otherworldly Primordials, Aeon Trespass: Odyssey places the players in the roles of Argonauts, the only people who can fight off the darkness and make things right.&lt;br/&gt;&lt;br/&gt;Take control of the Argo and its crew, train them and send them on adventures into the dangerous and mysterious lands of Ancient Greece (and beyond...). Learn the world's secrets and create new technologies that will give you an edge in combat - and outside of it. Manage your resources and develop your base of operations. Build new Facilities, craft new Weapons and equipment. Gather allies and forge political alliances with the world&amp;rsquo;s factions. And, most important of all, tame the Titans, arm them, evolve them and ride them to battle with the fearsome Primordials.&lt;br/&gt;&lt;br/&gt;You win by defeating the main villains or solving a crisis, you lose if your Argonauts die, your crew abandons you, your ship gets destroyed, the villains fulfill their plot or time runs out. There are many ways to lose, but only a handful paths to victory.&lt;br/&gt;&lt;br/&gt;During Battles, 1 to 4 players must cooperate to defeat 1 giant Primordial boss-type monster controlled by a sophisticated AI system.  Outside of Battles, Aeon Trespass: Odyssey uses choice chain and choice matrix mechanics to track your decisions throughout the game. Those decisions matter and will have a drastic impact on all future play sessions, campaigns and playthroughs.&lt;br/&gt;&lt;br/&gt;</description>]"
135,Final Girl System (3 Boxes),277659,8.0,,7.0,"['Card Game', 'Horror']","[<description>Playing on a famous horror movie trope, Final Girl is a solitaire-only game that puts the player in the shoes of a female protagonist who must kill the slasher if she wants to survive.&lt;br/&gt;&lt;br/&gt;The Core Box, when combined with one of our Feature Film Boxes, has everything you need to play the game. Each Feature Film Box features a unique Killer and and iconic Location, and the more Feature Films you have, the more killer/location combinations you can experience!&lt;br/&gt;&lt;br/&gt;In game terms, Final Girl shares similarities with Hostage Negotiator, but with some key differences that change it up, including a game board to track locations and character movement. You can choose from multiple characters when picking someone to play and multiple killers when picking someone to play against. Killers and locations each have their own specific terror cards that will be shuffled together to create a unique experience with various combinations of scenarios for you to play!&lt;br/&gt;&lt;br/&gt;NOTE: The 2022 Kickstarter for Final Girl: Season 2 included a 13 card Final Girl: First Printing Correction Pack of corrected cards for the first printing of Final Girl: Series 1. The cards mostly fix typos and are not required to play the game. The cards were corrected for the second printing of Final Girl: Series 1.&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from the publisher&lt;br/&gt;&lt;br/&gt;Official FAQ and Errata for new players here (use caution, some questions slightly spoil some surprises): &lt;a target='_blank' href=""https://docs.google.com/document/d/1-W15lbbHdLvR3gMQZpUFWfuBczfHRZxTdH7PafDt24g/edit"" rel=""nofollow noreferrer noopener""&gt;https://docs.google.com/document/d/1-W15lbbHdLvR3gMQZpUFWfuB...&lt;/a&gt;&lt;br/&gt;&lt;br/&gt;</description>]"
136,House of Poison,402934,6.0,,6.0,"['Ancient', 'Card Game', 'Deduction', 'Party Game']","[<description>The newly instated Emperor Nero has commissioned a House of Poison to eliminate his rivals, but its Poisonmaster, Locusta, has other plans. Prepare yourself for a thrilling, competitive experience that combines strategy, deception, and a large dose of poison. Step into the world of ancient Rome, where you&amp;rsquo;ll embark on a quest to secretly complete contracts by deftly manipulating the Poison and Favor pillars of your opponents. Unleash your strategic prowess and set up cunning chain reactions&amp;hellip; while expertly sabotaging the plans of your rivals. House of Poison is based on a Narrative Artbook of the same name.&lt;br/&gt;&lt;br/&gt;To play, grab your player board and action guide. You will first select a unique character card and draw 1 of 7 secret contracts. Players will take 2 actions per turn, which can be directed at opponents or used for yourself. Your options include: giving Favor, giving Poison, using powerful board actions, or unleashing your unique character abilities. You can also complete Contracts during this step. When you complete a Contract, you will earn victory tokens - but don&amp;rsquo;t be too obvious about your schemes, or other players may guess your Contract and steal it from you!&lt;br/&gt;&lt;br/&gt;The first player to 4 victory tokens kicks off the final round. The remaining players have a chance to match or exceed that count with one more turn. Players then reveal their token values (between 1-5 points). The player with they highest point value wins! The fate of Rome hangs in the balance, and only the most cunning and resourceful will emerge victorious. This is a game for 3-8 players, and can run 20-60 minutes, depending on the player count.&lt;br/&gt;&lt;br/&gt;&amp;mdash;description from publisher&lt;br/&gt;&lt;br/&gt;</description>]"
137,Last Light,315727,5.0,,7.0,"['Civilization', 'Economic', 'Negotiation', 'Science Fiction', 'Space Exploration', 'Wargame']","[<description>Last Light is a fast-paced 4x game with 3D planets and a rotating board in which players playing asymmetrical alien factions simultaneously gather light right before the heat death of the universe.&lt;br/&gt;&lt;br/&gt;Each turn, players select an action card, then all players take their actions simultaneously, exploring planets, mining for resources, gaining new technologies, and commanding fleets all while racing to the center of a rotating board to the last known white dwarf star to gather light for their civilization to survive.&lt;br/&gt;&lt;br/&gt;The first player to gather 20 light has what they need to overcome their rivals and lay claim to the last light in the universe and win!&lt;br/&gt;&lt;br/&gt;</description>]"
138,Star Wars Deckbuilding,374173,7.0,,7.0,"['Card Game', 'Fighting', 'Movies / TV / Radio theme', 'Science Fiction']","[<description>The Rebel Alliance fights valiantly against the tyranny of the Galactic Empire. Each new victory brings the Rebels hope, and each heroic sacrifice strengthens their resolve. Still, the Empire's resources are vast, and the firepower of its Empire Navy is unmatched. With neither side willing to accept defeat, their war rages across the galaxy...&lt;br/&gt;&lt;br/&gt;In Star Wars: The Deckbuilding Game, a head-to-head game for two players, the galaxy-spanning war between the Galactic Empire and the Rebel Alliance comes alive on your tabletop. In this easy-to-learn game, you and your opponent each choose a side, playing as either the Empire or the Rebels, and as the game progresses you both strengthen the power of your starting decks and work to destroy each other's bases. The first player to destroy three of their opponent's bases wins.&lt;br/&gt;&lt;br/&gt;In more detail, each player starts with a unique ten-card deck, with seven of those cards providing only resources to acquire new cards. Six cards from a galaxy deck are always on display, with Rebel cards facing the Rebel player, Empire cards the Empire player, and neutral cards turned sideways. You can spend resources to acquire cards in the galaxy row that don't belong to the opponent, and you can use attack power to take out cards that do belong to them, gaining a reward in the process.&lt;br/&gt;&lt;br/&gt;Each player starts with a base that lacks abilities (Dantooine for the Rebels and Lothal for the Empire), but when that base is destroyed, you get to choose a replacement from your base deck, with each base having a special ability. Choose wisely to counter your opponent's plans! In addition to having special abilities, capital ships absorb damage meant for your base.&lt;br/&gt;&lt;br/&gt;Players also fight for control of a Force track to gain additional resources or make use of &amp;quot;If the Force is with you...&amp;quot; abilities on their cards.&lt;br/&gt;&lt;br/&gt;</description>]"
139,Acquire,acquire,9.0,6.0,7.0,[],[]
